rank	word	part_of_speech	hanja	explanation	nikl_level	topik_level
	구수하다01	형용사		맛이	중급	
	구십	관형사		구십 살	초급	
	구십	수사	九十	구십 살	초급	A
2037	구역04	명사	區域	금연 구역	중급	C
1076	구월02	명사	九月	달(월)	초급	A
5182	구입03	명사	購入	물품 구입	중급	C
2229	구입하다03	동사	購入-			C
	구조05	명사		를 요청하다	중급	
350	구조08	명사	構造	를 바꾸다	중급	C
	구조대02	명사		가 오다	중급	
5583	구청02	명사	區廳			C
	구체적	관형사		구체적 성과	중급	
769	구체적	명사	具體的	구체적 성과	중급	B
1125	구하다01	동사	求-	일자리를	중급	B
6187	구하다03	동사	救-	목숨을	중급	B
3732	국01	명사		을 끓이다; 음식	초급	B
141	국가01	명사	國家	민주 국가	중급	B
8682	국가적	명사	國家的			C
	국경일	명사		을 맞다	중급	
8014	국기07	명사	國旗	를 달다	중급	B
447	국내02	명사	國內	국내 여행	초급	B
18114	국내선	명사	國內線	으로 갈아타다	중급	C
5584	국내외	명사	國內外			C
9934	국립	명사	國立	국립 미술관	중급	B
3177	국물	명사		을 떠먹다	중급	B
235	국민	명사	國民	국민 소득	중급	B
15251	국민적	명사	國民的			C
5723	국사03	명사	國史			C
3792	국산	명사	國産	을 애용하다	중급	C
6022	국수01	명사		를 먹다	초급	B
3108	국어01	명사	國語	를 가르치다	중급	B
4116	국왕	명사	國王			C
	국외02	명사		로 수출하다	중급	
4868	국적02	명사	國籍	대한민국 국적	초급	C
878	국제02	명사	國際	국제 관계	초급	B
	국제결혼	명사		국제결혼 부부	중급	
15255	국제선	명사	國際線	으로 갈아타다	중급	C
6023	국제적	명사	國際的			C
2647	국제화	명사	國際化	국제화 시대	중급	C
	국화05	명사		가 피다	중급	
1126	국회	명사	國會	대한민국 국회	중급	C
2545	국회의원	명사	國會議員			B
1759	군04	의존명사	君			B
659	군05	명사	軍			B
5080	군06	명사	郡	행정 구역	중급	C
1531	군대03	명사	軍隊	에 가다	중급	B
3519	군데	의존명사		여러 군데	중급	B
3219	군사01	명사	軍士			C
1613	군사04	명사	軍事	군사 조직	중급	C
2434	군인	명사	軍人	직업 군인	초급	A
	굳다	동사		땅이	초급	
3259	굳다	형용사		땅이	초급	C
3260	굳어지다	동사		땅이	중급	C
2435	굳이	부사		굳이 말하다	중급	B
5724	굳히다	동사				C
	굴04	명사		을 파다	중급	
1937	굵다	형용사		손가락이	초급	B
3261	굶다	동사		밥을	중급	C
	굽	명사		구두의 굽	중급	
1892	굽다01	동사		익히다; 고기를	초급	B
2760	굽히다	동사		허리를	중급	C
2990	궁극적	명사	窮極的			C
1849	궁금하다01	형용사		소식이	초급	B
	-권07	접사		투표권	중급	
1672	권01	의존명사	卷	책 한 권	초급	A
	권력02	명사		을 강화하다	중급	
1451	권리	명사	權利	를 누리다	중급	C
2153	권위	명사	權威	를 세우다	중급	C
	권유02	명사		간곡한 권유	중급	
6963	권투01	명사	拳鬪			B
2330	권하다	동사	勸-	입원을	중급	B
840	귀01	명사		로 듣다	초급	A
7459	귀가03	명사	歸家	귀가 시간	중급	C
7188	귀가하다01	동사	歸家-			C
	귀걸이	명사		를  달다	초급	
5725	귀국02	명사	歸國	출국	중급	B
3307	귀국하다	동사	歸國-			B
3220	귀신01	명사	鬼神	이 되다	중급	C
	귀여워하다	동사		강아지를	초급	
2617	귀엽다	형용사		얼굴이	초급	B
4772	귀중하다01	형용사	貴重-	귀중한 보석	중급	C
3679	귀찮다	형용사		일이	초급	C
	귀하	대명사		편지	중급	
	귀하	명사		편지	중급	
3221	귀하다	형용사	貴-	신분이	중급	C
8685	귓속	명사				C
778	규모	명사	規模	가 크다	중급	C
1552	규정04	명사	規定	을 지키다	중급	C
2127	규칙02	명사	規則	을 어기다	초급	B
	규칙적	관형사		규칙적 생활	중급	
4117	규칙적	명사	規則的	규칙적 생활	중급	B
1778	균형	명사	均衡	을 잡다	중급	C
10419	귤	명사	橘	을 까다	초급	C
9	그01	관형사		그 사람	초급	A
15	그01	대명사		그 사람	초급	A
1164	그02	감탄사				A
5726	그간	명사	-間			C
139	그거	대명사		그것	초급	A
48	그것	대명사		−	초급	A
860	그곳	대명사		에 가다	초급	A
2307	그나마	부사		그나마 낫다	중급	C
672	그날	명사		그날 일	초급	A
303	그냥	부사		그냥 가다	초급	B
	그네02	명사		를 타다	중급	
69	그녀	대명사	-女	사람(3인칭)	중급	C
4183	그놈	대명사				C
2436	그늘	명사		이 지다	중급	B
2852	그다음	명사				B
2463	그다지	부사		그다지 좋지 않다	중급	B
3852	그대	대명사		를 만나다	중급	C
340	그대로	부사		그대로 두다	초급	B
473	그동안	명사		그동안 잘 지내다	초급	A
187	그때	명사		그때 그시절	초급	A
6189	그때그때	부사				C
330	그래01	감탄사		대답	초급	A
1229	그래03	줄어든 말		그리하여		A
692	그래도	줄어든 말		그리하여도	중급	B
134	그래서	부사		−	초급	A
9061	그래서	줄어든 말		그리하여서		A
4586	그래야	줄어든 말		그리하여야		C
	그래프	명사		를 그리다	중급	
8686	그래픽	명사		graphic		C
1553	그램	의존명사		몇 그램; gram	중급	B
	그러게	감탄사		그러게요	중급	
	그러게	부사		그러게요	중급	
34	그러나	부사		−	초급	A
785	그러니까	부사		−	초급	A
79	그러다	동사		−	중급	C
636	그러면	부사		−	초급	A
1127	그러므로	부사		−	초급	B
426	그러하다	형용사				B
	그럭저럭	부사		그럭저럭 견디다	중급	
54	그런01	관형사		그런 사람	초급	B
4326	그런대로	부사		그런대로 괜찮다	중급	C
142	그런데	부사		−	초급	A
5727	그럴듯하다	형용사				C
457	그럼01	부사		'그러면'의 준말	초급	A
2736	그럼02	감탄사		그럼, 당연하지	초급	A
	그렇게	줄어든 말		그러하게		B
38	그렇다	형용사		사정이	초급	A
3393	그렇지	감탄사		그렇지, 바로 그거야	중급	B
1120	그렇지만	부사		−	초급	A
2888	그려지다	동사				B
6025	그루01	의존명사				C
879	그룹01	명사		group; 스터디 그룹	중급	B
1563	그릇01	명사		에 담다	초급	A
	그리01	부사		그리 보내다	중급	
1388	그리02	부사		그러한 모양		B
52	그리고	부사		−	초급	A
439	그리다02	동사		그림을 ~	초급	A
9484	그리로	부사				C
6752	그리움	명사		을 느끼다	중급	C
7460	그리워하다	동사				C
1183	그리하여	부사				C
362	그림01	명사		을 그리다	초급	A
1504	그림자	명사		가 지다	중급	B
	그림책	명사		을 보다	중급	
3853	그립다	형용사		가족이	초급	B
745	그만02	부사		그만 먹다; 그 정도까지만	초급	B
1866	그만두다	동사		학교를	초급	B
	그만큼	명사		그만큼 남다	중급	
1532	그만큼	부사		그만큼 남다	중급	B
6550	그만하다	형용사				B
	그만하다01	동사		공부를	중급	
2706	그분	대명사		을 만나다	초급	A
6754	그사이	명사				C
2308	그야말로	부사		그야말로 최고다	중급	C
2171	그이01	대명사				C
1197	그저	부사		그저 웃기만 하다	중급	C
20155	그저께	명사		그저께 밤	초급	C
	그저께	부사		그저께 밤	초급	
6026	그전	명사	-前			C
	그제01	명사		그저께	중급	
	그제01	부사		그저께	중급	
4261	그제서야	부사				C
5866	그제야	부사		그제야 끝나다	중급	C
1085	그중	명사	-中	그중에서 제일	중급	B
3027	그쪽	대명사		으로 가다	초급	A
1150	그치다	동사		비가	초급	B
3222	그토록	부사		그토록 아름답다	중급	C
3794	그해	명사				B
2352	극05	명사	劇			C
4118	극복01	명사	克服	위기 극복	중급	C
1355	극복하다01	동사	克服-			C
5728	극작가	명사	劇作家			C
2331	극장	명사	劇場	에서 상영하다	초급	A
2991	극히	부사	極-	극히 드물다	중급	C
1260	근거	명사	根據	법적 근거	중급	C
3912	근거하다	동사	根據-			C
8687	근교	명사	近郊	서울 근교	중급	C
	근대03	명사		근대의 사고	중급	
563	근데01	부사		그런데	중급	B
4871	근래	명사	近來	에 만나다	중급	C
3628	근로02	명사	勤勞			C
1971	근로자	명사	勤勞者	를 해고하다	중급	B
2707	근무	명사	勤務	를 마치다	중급	B
2761	근무하다	동사	勤務-			B
2378	근본	명사	根本	을 밝히다	중급	C
	근본적	관형사		근본적 이유	중급	
1587	근본적	명사	根本的	근본적 이유	중급	C
	근심01	명사		이 많다	중급	
2918	근원	명사	根源			C
2648	근육	명사	筋肉	이 발달하다	중급	C
1151	근처	명사	近處	집 근처	초급	A
252	글	명사		을 쓰다	초급	B
1972	글쎄01	감탄사		글쎄, 잘 몰라요	초급	B
4119	글쎄요	감탄사		글쎄요. 몰라요.	초급	B
2403	글쓰기	명사				B
3976	글씨	명사		를 쓰다	초급	B
1564	글자	명사	-字	를 쓰다	초급	B
4773	긁다	동사		머리를	중급	C
9942	금02	명사		~을 긋다		C
	금05	명사		금요일	중급	
5323	금06	명사	金	황금	중급	B
	금강산	고유 명사	金剛山			C
6029	금고02	명사	金庫			C
3262	금년	명사	今年	금년 여름	중급	B
8018	금메달	명사	金	medal		C
1597	금방01	부사	今方	방금	초급	B
3571	금세01	부사				C
3913	금액02	명사	金額	을 지불하다	중급	C
5868	금연01	명사	禁煙	금연 좌석	중급	B
7714	금요일	명사	金曜日	요일	초급	A
	금융	명사		금융 분야	중급	
2591	금지04	명사	禁止	통행 금지	초급	B
5586	금지되다	동사	禁止-			C
4774	금지하다	동사	禁止-			B
4976	금하다02	동사	禁-	출입을	중급	C
1289	급04	명사	級			A
5324	급격히	부사	急激-	급격히 감소하다	중급	C
5460	급속히	부사	急速-	급속히 진행되다	중급	C
	급증02	명사		인구 급증	중급	
5461	급증하다	동사	急增-			C
2437	급하다	형용사	急-	사정이	초급	B
4676	급히	부사	急-	급히 먹다	중급	C
3854	긋다01	동사		줄을; 금을 ~	중급	C
	긍정적	관형사		긍정적 태도	중급	
2952	긍정적	명사	肯定的	긍정적 태도	중급	B
	-기43	접사		세탁기	중급	
1607	기13	명사	氣			C
5730	기23	명사	旗			C
678	기간07	명사	期間	이 지나다	초급	B
	기계06	명사		가 작동하다	중급	
910	기계07	명사	機械			B
449	기관11	명사	機關	공공 기관	중급	C
3178	기구14	명사	器具	운동 기구	중급	C
1250	기구15	명사	機構			C
3263	기기13	명사	機器			C
4677	기념02	명사	記念	결혼 기념	중급	C
26081	기념일	명사	記念日	을 축하하다	중급	C
13162	기념품	명사	記念品	을 받다	중급	C
6757	기념하다	동사	記念-			C
5325	기능01	명사	技能			C
531	기능03	명사	機能	이 다양하다	중급	C
5085	기다01	동사		아기가	중급	C
298	기다리다	동사		버스를	초급	A
1442	기대03	명사	期待	를 저버리지 않다	중급	B
3680	기대다01	동사		벽에; 의지하다	중급	C
4977	기대되다	동사	期待-			C
1303	기대하다	동사	期待-			B
6758	기도03	명사	祈禱	를 올리다	중급	B
5587	기도하다02	동사	祈禱-			C
4328	기독교	명사	基督敎	종교	중급	C
3855	기둥01	명사		을 세우다	중급	C
1094	기록02	명사	記錄	을 남기다	중급	C
4185	기록되다	동사	記錄-			C
1261	기록하다	동사	記錄-			B
882	기르다	동사		개를	초급	B
1893	기름01	명사		에 튀기다	초급	B
5326	기막히다	형용사	氣-			C
	기말시험	명사		을 보다	초급	
	기반01	명사		을 다지다	중급	
2853	기법01	명사	技法			C
842	기본	명사	基本	을 익히다	중급	B
	기본적	관형사		기본적 권리	중급	
1779	기본적	명사	基本的	기본적 권리	중급	C
	기부08	명사		장학금 기부	중급	
525	기분01	명사	氣分	이 좋다	초급	A
3308	기뻐하다	동사		졸업을	초급	B
1625	기쁘다	형용사		마음이	초급	B
1633	기쁨	명사		을 나누다	초급	B
4775	기사02	명사	技士	버스 기사	중급	B
1342	기사10	명사	記事	신문 기사	중급	B
5588	기성08	명사	旣成			C
5870	기성세대	명사	旣成世代			C
4776	기숙사	명사	寄宿舍	에서 살다	초급	A
328	기술01	명사	技術	을 배우다	중급	B
4046	기술자	명사	技術者	를 양성하다	중급	C
5871	기술하다01	동사	記述-			C
847	기억02	명사	記憶	이 나다	초급	B
7464	기억나다	동사	記憶-	이름이	초급	B
9945	기억되다	동사	記憶-			C
	기억력	명사		이 좋다	중급	
1905	기억하다02	동사	記憶-			B
292	기업01	명사	企業	을 운영하다	중급	C
	기업가01	명사		가 되다	중급	
9066	기업인	명사	企業人			C
5184	기여04	명사	寄與	를 하다	중급	C
2992	기여하다	동사	寄與-			C
2379	기온	명사	氣溫	이 높다	초급	B
2822	기운01	명사		이 없다	중급	B
5732	기울다	동사		액자가	중급	C
1282	기울이다	동사		몸을	중급	C
4587	기원05	명사	起源	인류의 기원	중급	C
3067	기원전	명사	紀元前			C
637	기자05	명사	記者	신문 기자	초급	B
5733	기적03	명사	奇跡	이 일어나다	중급	C
	기존	명사		기존 시설	중급	
779	기준03	명사	基準	을 세우다	중급	B
	기지개	명사		를 켜다	중급	
2919	기차01	명사	汽車	를 타다	초급	A
	기차역	명사		에 도착하다	초급	
	기차표	명사		를 끊다	초급	
1235	기초06	명사	基礎	를 다지다	중급	B
8690	기초적	명사	基礎的			C
3223	기초하다03	동사	基礎-			C
7466	기침01	명사		이 나다	초급	B
3068	기타01	명사	其他	기타 등등	중급	C
6372	기타02	명사		guitar; 를 치다	초급	B
5185	기호01	명사	記號			C
12347	기혼02	명사	旣婚	기혼 여성	중급	C
770	기회03	명사	機會	를 놓치다	초급	B
2823	기획01	명사	企劃	기획 상품	중급	C
2404	기후05	명사	氣候	가 좋다	중급	C
3069	긴급	명사	緊急	긴급 구조	중급	C
2464	긴장	명사	緊張	을 풀다	초급	B
6969	긴장감	명사	緊張感			C
9069	긴장되다	동사	緊張-			C
3856	긴장하다	동사	緊張-			B
	긴팔	명사		을 입다	중급	
173	길01	명사		이 막히다; 도로	초급	A
4588	길가	명사		에 서다	중급	B
6760	길거리	명사		를 걷다	중급	B
	길다01	동사		머리가	중급	
386	길다02	형용사		밤이 ~; 다리가	초급	A
6374	길어지다	동사				C
1283	길이01	명사		를 재다	초급	B
6970	김01	명사		이 나다; ~이 서리다	중급	C
4405	김03	명사		해초; 을 먹다	초급	B
6553	김04	의존명사				C
7720	김밥	명사		을 싸다	초급	A
2207	김치01	명사		를 담그다	초급	A
16599	김치찌개	명사		를 끓이다	초급	B
