frequency	korean	pos	hanja	hint	go_level	topik_level
2901	썩다	동사		고기가 ~	B	중급
1098	썰다01	동사		오이를 ~	B	초급
5779	썰렁하다	형용사		날씨가 ~	C	중급
2418	쏘다01	동사		총을 ~	B	중급
2344	쏟다	동사		기름을 ~	B	중급
1895	쏟아지다	동사		물이 ~	B	중급
	쐬다01	동사		바람을 ~		중급
	쑤시다01	동사		몸이 ~		중급
	쑥스럽다	형용사		표정이 ~		중급
	쓰기	명사		쓰기 평가		중급
169	쓰다01	동사		글씨를 ~	A	초급
1795	쓰다02	동사		모자를 ~	A	초급
175	쓰다03	동사		약을 ~	A	초급
10658	쓰다06	형용사		나물이 ~	B	초급
5244	쓰다듬다	동사		머리를 ~	C	중급
2576	쓰러지다	동사		나무가 ~	C	중급
1046	쓰레기	명사		~를 줍다	A	초급
7835	쓰레기통	명사	-桶	~을 버리다	B	초급
7571	쓰이다01	동사		글이 ~	B	중급
1359	쓰이다03	동사		농사에 기계가 ~	C	중급
9675	쓴맛	명사		~이 나다	C	중급
4443	쓸다02	동사		마당을 ~	C	중급
7057	쓸데없다	형용사		물건이 ~	C	중급
8832	쓸데없이	부사		쓸데없이 돈을 쓰다	C	중급
4289	쓸쓸하다	형용사		마음이 ~	C	중급
5642	씌우다01	동사		아이에게 모자를 ~	C	중급
3361	씨01	명사		~를 심다	B	중급
37	씨07	의존명사	氏	마이클 씨	A	초급
5374	씨름	명사		씨름 경기	B	중급
6096	씨앗	명사		~을 뿌리다	C	중급
	-씩03	접사		조금씩		중급
6272	씩씩하다02	형용사		씩씩한 사람	B	중급
2968	씹다01	동사		껌을 ~	B	초급
9238	씻기다01	동사		비에 ~	C	중급
10138	씻기다02	동사		아이를 ~	C	중급
947	씻다	동사		손을 ~	A	초급
297	아02	감탄사		"아, 그래요?"	A	초급
	아가01	명사		~가 울다		중급
2474	아가씨	명사		아줌마	B	초급
615	아기01	명사		~가 울다	A	초급
4356	아까	명사			B	
1363	아까	부사/명사		아까 먹다	B	초급
3695	아깝다	형용사		돈이 ~	C	중급
1884	아끼다	동사		돈을 ~	C	중급
913	아나운서	명사		announcer	B	초급
408	아내01	명사		남편	A	초급
3538	아냐	감탄사		아냐. 괜찮아	C	중급
7058	아뇨01	감탄사			B	
817	아니01	부사			A	
765	아니02	감탄사		대답	B	초급
16	아니다	형용사		−	A	초급
4918	아니야	감탄사			B	
2447	아니요	감탄사		대답	A	초급
1845	아니하다	보조 용언			C	
	아동02	명사		~의 성장		중급
24058	아드님	명사		첫째 아드님	C	중급
295	아들	명사		~을 낳다	A	초급
453	아래01	명사		위치	A	초급
7059	아래쪽	명사		방향	B	초급
11936	아래층	명사	-層	~으로 내려가다	B	중급
7836	아랫사람	명사		~의 도리	C	중급
	아랫집	명사		~에 내려가다		중급
4712	아르바이트	명사		&독Arbeit	C	초급
332	아름답다	형용사		모습이 ~	A	초급
735	아마01	부사		아마 -을 것이다	A	초급
2135	아마도	부사		아마도 -을 것이다	B	중급
748	아무01	관형사/대명사		아무도/아무 데도	A	초급
908	아무01	대명사			A	
4533	아무개	대명사		아무개 씨	C	중급
1464	아무것	명사		~이나 괜찮다	B	초급
1949	아무래도	부사		아무래도 이상하다	B	중급
1028	아무런	관형사		−	C	중급
2805	아무렇다	형용사		미래가 아무렇든	B	중급
693	아무리	부사		아무리 아이라고 해도	B	초급
2969	아무튼	부사		"아무튼, 다행이다."	B	중급
2870	아버님	명사		가족	B	초급
153	아버지	명사		가족	A	초급
379	아빠	명사		가족	A	초급
5375	아쉬움	명사		~이 남다	C	중급
3077	아쉽다	형용사		작별이 ~	C	중급
7060	아스팔트	명사		asphalt	C	
	아시아	고유 명사		Asia	B	
	아시아	명사		아시아 대륙		중급
4139	아아01	감탄사			B	
1557	아예	부사		아예 안 하다	C	중급
2101	아울러	부사		실력과 아울러 미모도	C	중급
3010	아유01	감탄사			C	
96	아이01	명사		어른	A	초급
3485	아이02	감탄사		"아이, 나도 바쁜데"	B	중급
2043	아이고	감탄사		"아이고, 시끄러워"	B	중급
2531	아이디어	명사		idea	C	중급
14611	아이스크림	명사		ice-cream	A	초급
616	아저씨	명사		아주머니	A	초급
274	아주01	부사		아주 쉽다	A	초급
1743	아주머니	명사		아저씨	A	초급
2419	아줌마	명사		아주머니	A	초급
201	아직01	부사		아직 없다	A	초급
323	아침	명사		~이 되다	A	초급
	아침밥	명사		~을 먹다		중급
	아침저녁	명사		아침저녁으로 만나다		중급
851	아파트	명사		apartment	A	초급
589	아프다	형용사		다리가 ~	A	초급
	아프리카	고유 명사		Africa	B	
	아프리카	명사		아프리카 대륙		중급
2361	아픔	명사		육신의 아픔	B	중급
7061	아하	감탄사		"아하, 그렇구나"	C	중급
12669	아홉	수사/관형사		숫자	A	초급
	아홉째	수사/관형사/명사		아홉째 날		중급
49265	아흔	수사/관형사		숫자	A	초급
3122	악기05	명사	樂器	~를 연주하다	B	초급
4218	악몽	명사	惡夢	~을 꾸다	C	중급
4290	악수06	명사	握手	~를 하다	B	중급
	악취01	명사		~가 나다		중급
	악화01	명사		갈등 악화		중급
118	안01	명사		집 ~	A	초급
44	안02	부사		아니	A	초급
8153	안04	명사	案		C	
3762	안개	명사		~가 끼다	C	초급
2659	안경03	명사	眼鏡	~을 쓰다	A	초급
15800	안과02	명사	眼科	~에서 치료를 받다	C	중급
4813	안기다01	동사		'안다'의 피동사	C	중급
4006	안기다02	동사		'안다'의 사동사	C	중급
4219	안내01	명사	案內	관광	C	초급
	안내문	명사		~을 받다		초급
	안내서	명사		~를 읽다		중급
	안내소	명사		~에 들르다		중급
	안내원	명사		~을 따라가다		중급
	안내판	명사		~을 세우다		중급
5032	안내하다	동사	案內-		B	
7294	안녕	명사/감탄사	安寧	친구야! 안녕.	A	초급
1978	안녕하다	형용사	安寧-		A	
4444	안녕히	부사	安寧-	안녕히 계세요	A	초급
929	안다01	동사		아기를 ~	A	초급
	안동	고유 명사	安東		C	
2970	안되다01	동사		공부가 ~	A	초급
7295	안되다02	형용사		마음이 언짢다	B	중급
2136	안방02	명사	-房	~에서 자다	B	중급
8154	안부01	명사	安否	~를 묻다	C	중급
	안색	명사		~이 나쁘다		중급
	안심04	명사		~이 되다		중급
9241	안심하다	동사	安心-		C	
	안약	명사		~을 넣다		중급
2115	안전03	명사	安全	~을 지키다	B	초급
	안전띠	명사		~를 매다		중급
2835	안전하다	형용사	安全-		B	
1474	안정01	명사	安定	~을 유지하다	C	중급
3696	안정되다	동사	安定-		C	
4623	안주04	명사	按酒	~를 먹다	B	중급
3362	안쪽	명사		바깥쪽	B	초급
	안타까워하다	동사		죽음을 ~		중급
2554	안타깝다	형용사		마음이 ~	B	중급
4445	안팎	명사		나라 안팎	C	중급
183	앉다	동사		의자에 ~	A	초급
5033	앉히다	동사		자리에 ~	C	중급
1859	않다	동사		세수를 ~	A	중급
11	않다	보조 용언			A	
2200	알01	명사		~에서 깨다	B	중급
36	알다	동사		사실을 ~	A	초급
	알레르기	명사		~를 일으키다		중급
500	알려지다	동사		사실이 ~	B	중급
5246	알루미늄	명사		aluminium	C	
993	알리다	동사		사실을 ~	B	초급
1364	알맞다	형용사		크기가 ~	B	초급
4357	알아내다	동사		사실을 ~	C	중급
2362	알아듣다	동사		말귀를 ~	B	중급
	알아맞히다	동사		답을 ~		중급
388	알아보다	동사		정보를 ~	C	초급
5247	알아주다	동사		마음을 ~	C	중급
	알차다	형용사		내용이 ~		중급
7066	알코올	명사		alcohol	C	
2137	앓다	동사		감기를 ~	B	중급
4358	암08	명사	癌	~에 걸리다	B	중급
	암기02	명사		암기 과목		중급
5783	암시01	명사	暗示		C	
5946	암컷	명사			C	
2008	압력	명사	壓力	~이 높다	C	중급
	앗01	감탄사		앗! 깜짝이야.		중급
64	앞	명사		~으로 나가다	A	초급
5376	앞길01	명사		앞에 있는 길	B	중급
5784	앞날	명사		~을 기약하다	C	중급
1628	앞두다	동사		시험을 ~	C	중급
4220	앞뒤	명사		~를 돌아보다	B	중급
	앞머리	명사		~를 기르다		중급
10669	앞문	명사	-門		C	
8457	앞바다	명사		~로 나가다	C	중급
1299	앞서	부사		앞서 도착하다	C	중급
2201	앞서다	동사		앞서서 걷다	B	중급
3486	앞세우다	동사		반장을 ~	C	중급
2555	앞장서다	동사		앞장서 가다	C	중급
	앞집	명사		~에 살다		중급
7838	앞쪽	명사		~으로 향하다	B	초급
4291	애01	명사		~가 타다	C	중급
315	애02	명사		아이	B	초급
	애기01	명사		~를 낳다		중급
1651	애쓰다	동사		도우려고 ~	C	중급
	애완동물	명사		~을 기르다		중급
3419	애인02	명사	愛人	연인	B	초급
3078	애정02	명사	愛情	~을 가지다	C	중급
3420	애초01	명사	-初		C	
7068	액세서리	명사		accessory	B	중급
2971	액수03	명사	額數	~가 크다	C	중급
	액자01	명사		~를 걸다		중급
7840	앨범	명사		album	C	초급
821	야04	감탄사		"야, 같이 가자"	B	초급
5644	야간	명사	夜間	야간 근무	C	중급
	야경02	명사		~을 감상하다		중급
2688	야구02	명사	野球	축구	A	초급
19003	야구장	명사	野球場		C	
	야근	명사		~을 하다		중급
4360	야단01	명사	惹端	~을 떨다	C	중급
9685	야옹01	부사		고양이가 야옹 울다	C	중급
6098	야외	명사	野外	~로 나가다	B	중급
3194	야채	명사	野菜	~를 먹다	B	초급
8840	야하다01	형용사	冶-	옷차림이 ~	C	중급
9247	약01	명사		~이 오르다	C	
677	약03	관형사	約	약 1시간	B	초급
2027	약07	명사	藥	~을 먹다	A	초급
2363	약간	명사	若干		B	
666	약간	부사/명사	若干	약간 크다	B	초급
7298	약국02	명사	藥局	~에 가다	A	초급
	약도	명사		~를 그리다		중급
	약사04	명사		~가 되다		초급
1203	약속	명사	約束	~을 지키다	A	초급
2660	약속하다	동사	約束-		A	
9248	약수04	명사	藥水		C	
4534	약점01	명사	弱點	~을 잡다	C	중급
9249	약품	명사	藥品	~을 구입하다	C	중급
1860	약하다01	형용사	弱-	힘이 ~	B	초급
5377	약해지다	동사	弱-		C	
	약혼	명사		~을 발표하다		중급
28129	약혼녀	명사	約婚女	~와 헤어지다	C	중급
34677	약혼자01	명사	約婚者	~를 소개하다	C	중급
8458	얄밉다	형용사			C	
3421	얇다	형용사		두께가 ~	B	초급
	얌전	명사		~을 떨다		중급
7841	양05	명사	羊	동물	C	중급
3592	양07	관형사	兩	양 무릎	C	중급
1428	양20	명사	量	~이 많다	B	중급
1576	양25	의존명사	孃		C	
3044	양국01	명사	兩國	~이 교류하다	C	중급
3422	양념	명사		~을 섞다	B	중급
21230	양력02	명사	陽曆	음력	C	중급
5248	양말01	명사	洋襪	~을 신다	A	초급
9250	양배추	명사	洋-	~를 먹다	B	중급
9251	양보03	명사	讓步	자리 양보	C	중급
5129	양보하다	동사	讓步-		B	
4535	양복01	명사	洋服	~을 입다	A	초급
	양산05	명사		~을 쓰다		중급
8459	양상추	명사	洋-		C	
34701	양식03	명사	洋食	한식	C	초급
1831	양식04	명사	樣式	~에 맞추다	C	중급
	양식집	명사		~에 가다		초급
4007	양심02	명사	良心	~에 찔리다	C	중급
9252	양옆	명사	兩-	~에 앉다	C	중급
8157	양주04	명사	洋酒		C	
2532	양쪽	명사	兩-	양쪽 뺨	B	중급
	양치질	명사		~을 하다		초급
2116	양파	명사	洋-	~를 볶다	B	중급
9253	얕다	형용사		강이 ~	B	중급
4361	얘02	감탄사			C	
3079	얘03	줄어든 말		이 아이	B	중급
237	얘기	명사		이야기	A	초급
736	얘기하다	동사			A	
446	어02	감탄사		"어, 이게 뭐야?"	A	초급
	-어08	접사		한국어		중급
	어긋나다	동사		뼈가 ~		중급
4814	어기다01	동사		약속을 ~	C	중급
975	어깨01	명사		신체	A	초급
133	어느01	관형사		어느 나라	A	초급
4919	어느덧	부사		어느덧 사라지다	C	중급
2028	어느새	부사		어느새 다 자라다	B	중급
9254	어두워지다	동사			B	
1475	어둠	명사		~이 깔리다	B	중급
1476	어둡다	형용사		조명이 ~	B	초급
1846	어디01	감탄사			A	
155	어디01	대명사		어디예요?	A	초급
4815	어때	줄어든 말		어떠해	B	
845	어떠하다	형용사		생각이 ~	A	초급
2689	어떡하다	줄어든 말		어떠하게 하다	B	중급
67	어떤	관형사		어떤 느낌	A	초급
76	어떻다	형용사		마음이 ~	A	초급
1455	어려움	명사		~을 겪다	B	중급
6640	어려워지다	동사			C	
	어려워하다	동사		선배를 ~		중급
223	어렵다	형용사		문제가 ~	A	초급
	어르신	명사		~을 뵙다		중급
653	어른01	명사		~이 되다	A	초급
4141	어리다01	동사		눈물이 ~	B	
481	어리다03	형용사		나이가 적다	B	초급
3698	어리석다	형용사		생각이 ~	C	중급
4084	어린아이	명사		~와 놀다	B	초급
4624	어린애	명사		~를 보살피다	B	중급
802	어린이01	명사		사람	A	초급
8160	어린이날	명사			B	
3080	어머	감탄사		"어머, 눈이 오네"	B	중급
106	어머니01	명사		가족	A	초급
2902	어머님	명사		가족	B	초급
2775	어색하다02	형용사	語塞-	사이가 ~	B	중급
1522	어서01	부사		어서 일어나	A	초급
990	어울리다	동사		사람들과 ~	B	초급
28175	어저께	부사/명사		어저께 아침	C	중급
2252	어제01	명사		어저께 ~	A	
2138	어제01	부사/명사		오늘	A	초급
5378	어젯밤	명사		시간	B	초급
4292	어지럽다	형용사		머리가 ~	C	중급
4536	어째서	줄어든 말		어찌하여서	C	
1477	어쨌든	부사		어쨌든 고맙다	C	중급
749	어쩌다01	동사			B	
4537	어쩌다02	부사		어쩌다가	C	중급
8845	어쩌다가	부사			C	
1354	어쩌면	부사		어쩌면 너도	B	중급
4085	어쩐지	부사		어쩐지 이상하다	B	중급
9257	어쩜	부사			C	
1558	어찌	부사			C	
7303	어찌나	부사		어찌나 귀여운지	C	중급
4293	어찌하다	동사		어찌할 수 없다	C	중급
	어차피	부사		어차피 안 되다		중급
	어휘02	명사		~를 외우다		중급
	어휴	감탄사		"어휴, 정신이 없군"		중급
34770	억04	수사/관형사	億	숫자	B	초급
	억양	명사		~을 높이다		중급
3364	억울하다	형용사	抑鬱-	죽음이 ~	C	중급
	억지로	부사		억지로 웃다		중급
	언급	명사		~을 피하다		중급
497	언니	명사		가족	A	초급
4221	언덕	명사		~을 오르다	C	중급
1029	언론	명사	言論	언론 매체	C	중급
667	언어01	명사	言語	~로 표현하다	C	초급
1008	언제01	대명사/부사		언제예요?	A	초급
891	언제01	부사			A	
794	언제나	부사		언제나 함께	A	초급
1700	언젠가	부사		미래의 언젠가	B	중급
2776	얹다	동사		무릎 위에 ~	B	중급
331	얻다01	동사		물건을 ~	B	초급
6099	얻어먹다	동사		구걸해서 ~	C	중급
157	얼굴01	명사		신체	A	초급
4538	얼다01	동사		얼음이 ~	B	초급
	얼룩	명사		~을 지우다		중급
1047	얼른02	부사		얼른 일어나다	B	중급
10149	얼리다03	동사		물을 ~	C	중급
402	얼마	명사		얼마예요?	A	초급
9690	얼마간	명사	-間	얼마간의 돈	C	중급
285	얼마나	부사		얼마나 예쁜지	A	초급
3593	얼음01	명사		~이 녹다	B	초급
3045	얼핏	부사			C	
	엄격02	명사		엄격 적용		중급
2506	엄격하다02	형용사	嚴格-		C	
240	엄마	명사		가족	A	초급
6100	엄숙하다	형용사	嚴肅-	분위기가 ~	C	중급
937	엄청나다	형용사		피해가 ~	C	중급
	업계01	명사		서비스 업계		중급
3940	업다	동사		동생을 ~	C	중급
1105	업무02	명사	業務	~를 맡기다	B	중급
	업적	명사		~을 남기다		중급
2637	업종01	명사	業種		C	
1123	업체	명사	業體	~와 거래하다	C	중급
10	없다01	형용사/동사		재미가 ~	A	초급
1925	없애다	동사		근심을 ~	B	중급
1039	없어지다	동사		말이 ~	B	중급
171	없이	부사		죄 없이	B	중급
5646	엇갈리다	동사			C	
3196	엉덩이	명사		신체	C	초급
2903	엉뚱하다	형용사		대답이 ~	B	중급
5379	엉망	명사		~으로 만들다	C	중급
7304	엉터리	명사		~로 말하다	C	중급
	엊그제	명사/부사		엊그제 아침		중급
9260	엊그제	부사			B	
3699	엎드리다	동사		엎드려 자다	C	중급
3423	에02	감탄사			C	
1210	에너지	명사		energy	B	중급
	에스컬레이터	명사		~에 타다		중급
7071	에어컨	명사		air conditioner	A	초급
4363	엔01	의존명사		&일en	B	
